InventoryId,AutoInventoryId,StateInventoryNum,State_ID,State_Name,Region_ID,RegionName,InventoryName,ManufacturerName,Model,SerialNumber,RetailCost,CostPaid,PurchaseDate,Status,Active,DueDate,Location,Description,DeviceCategory,SubCategory,CurrentDevLoan_ID,LendingFee,DoNotCheckout
bbe3cdeb-5ff8-4f07-b6c6-a2bf6ed83acb,15-IN-10171,,15,Hawaii,,,Humanware Explore 7,Humanware,Explore 7,,1099.0000,0.0000,1/17/2017 12:00:00 AM,In,True,,,,Vision,,,,False
3ef7dac4-3ab6-4e5d-ae07-a5a508c6e035,15-IN-10236,,15,Hawaii,,,HUMANWARE Prodigi,Humanware,Prodigi100,,2495.0000,0.0000,1/17/2017 12:00:00 AM,In,True,,,,Vision,,,,False
df0fb831-d5bb-4889-a98c-8c5eaaabcb7d,15-IN-10169,,15,Hawaii,,,Humanware Prodigi Connect12,Humanware,Prodigi Connect 12 + Kodak Camera Lens,,2995.0000,0.0000,1/17/2017 12:00:00 AM,In,True,,,,Vision,,,,False
eda893b1-bc8a-440d-9c19-4e5780a85f3e,15-IN-10198,,15,Hawaii,,,INTEL Reader,Intel,R1IAT11,,0.0000,0.0000,1/17/2017 12:00:00 AM,In,True,,,,Vision,,,,False
537d46b7-e66c-47f0-a569-68e01946b300,15-IN-10158,,15,Hawaii,,,iPad 2ND GEN 64 WIFI & CELLULAR,Apple,MC775LL,,275.0000,0.0000,1/17/2017 12:00:00 AM,In,True,,,,Computers and Related,,,,False
eace7868-ae96-4d9d-80f6-9399170451d7,15-IN-10156,,15,Hawaii,,,iPad 2ND GEN 64 WIFI & CELLULAR,Apple,MC775LL,,275.0000,0.0000,1/17/2017 12:00:00 AM,In,True,,,,Computers and Related,,,,False
8a018621-4c12-43ba-8a10-ae8c86c85724,15-IN-10155,,15,Hawaii,,,iPad 3RD GEN 64GB WIFI & CELLULAR,Apple,MD368LL,,829.0000,0.0000,1/17/2017 12:00:00 AM,In,True,,,,Computers and Related,,,,False
f847779f-f0ef-4684-ae10-14cd6a3da38d,15-IN-10157,,15,Hawaii,,,iPad 4TH GEN 64GB WIFI & CELLULAR,Apple,MD518LL,,829.0000,0.0000,1/17/2017 12:00:00 AM,In,True,,,,Computers and Related,,,,False
24a51289-a6d6-4a56-8e12-0e3b4b431893,15-IN-10160,,15,Hawaii,,,iPad 4TH GEN 64GB WIFI & CELLULAR,Apple,MD518LL,,829.0000,0.0000,1/17/2017 12:00:00 AM,In,True,,,,Computers and Related,,,,False
199eb1b3-186c-4a65-9e2b-dbda22e2e4e0,15-IN-10161,,15,Hawaii,,,iPad AIR 16GB WIFI,Apple,MD785LL,,450.0000,0.0000,1/17/2017 12:00:00 AM,Out,True,1/26/2018 12:00:00 AM,,,Computers and Related,,15-DL-10002,,False
